"title","keyword" 
"OAEP: Optimal Asymmetric Encryption Padding.","vestibulum"
"OAEP: Optimal Asymmetric Encryption Padding.","posuere"
"Mondex.","sapien"
"Mondex.","tincidunt,"
"Interactive Theorem Proving and Security.","posuere"
"Subgroup Cryptosystems.","non"
"Subgroup Cryptosystems.","posuere"
"HTTP Authentication.","tincidunt,"
"IC Integrated Circuit.","posuere"
"Cut-and-choose protocol.","posuere"
"Cut-and-choose protocol.","posuere"
"Attestation.","vitae"
"Attestation.","tincidunt,"
"Simultaneous Transactions.","Sed"
"Simultaneous Transactions.","vitae"
"Simultaneous Transactions.","sapien"
"CMAC.","tincidunt"
"Location Information (Privacy of).","non"
"Location Information (Privacy of).","vestibulum"
"Subgroup.","vitae"
"Subgroup.","tincidunt"
"FIPS 140-2.","diam"
"SHA.","vestibulum"
"SHA.","tincidunt,"
"SHA.","Sed"
"Strong RSA Assumption.","vestibulum"
"IPsec.","tincidunt"
"IPsec.","vestibulum"
"IPsec.","diam"
"Pseudo-Mersenne Prime.","Sed"
"Pseudo-Mersenne Prime.","vestibulum"
"Key Agreement.","tincidunt,"
"Root of Trust.","posuere"
"Root of Trust.","velit"
"Chromosome.","vitae"
"Chromosome.","sapien"
"Chromosome.","posuere"
"BLS Short Digital Signatures.","sapien"
"BLS Short Digital Signatures.","diam"
"MAA.","diam"
"Collision Resistance.","diam"
"Collision Resistance.","vitae"
"Collision Resistance.","sapien"
"Two-Key Cryptosystem.","Sed"
"Two-Key Cryptosystem.","posuere"
"Two-Key Cryptosystem.","diam"
"Decryption Exponent.","Sed"
"User Authentication.","sapien"
"User Authentication.","vestibulum"
"CMVP - Cryptographic Module Validation Program.","posuere"
"Enigma.","sapien"
"Secure Element.","tincidunt"
"Secure Element.","velit"
"Secure Code Dissemination in Wireless Sensor Networks.","tincidunt,"
"One-way property.","tincidunt,"
"Forward Secrecy.","diam"
"Forward Secrecy.","sapien"
"Forward Secrecy.","tincidunt,"
"Linear Cryptanalysis for Stream Ciphers.","vitae"
"Linear Cryptanalysis for Stream Ciphers.","tincidunt,"
"Cryptographic Protocol Verification.","sapien"
"Security of Wireless Mesh Networks (General Overview).","Sed"
"Security of Wireless Mesh Networks (General Overview).","velit"
"Security of Wireless Mesh Networks (General Overview).","tincidunt"
"Key.","Sed"
"Key.","vitae"
"Key.","diam"
"e-Government.","posuere"
"e-Government.","velit"
"e-Government.","tincidunt,"
"McEliece Public Key Cryptosystem.","non"
"Multidimensional Databases.","diam"
"Multidimensional Databases.","vestibulum"
"MIPS-Year.","tincidunt,"
"MD5 Hash Function.","velit"
"MD5 Hash Function.","Sed"
"MD5 Hash Function.","diam"
"Session Hijacking Attacks.","velit"
"DES-X (or DESX).","diam"
"DES-X (or DESX).","posuere"
"DES-X (or DESX).","posuere"
"Serpent.","vestibulum"
"Serpent.","posuere"
"Serpent.","diam"
"Jamming Attack Defense.","Sed"
"Jamming Attack Defense.","diam"
"Dynamic Root of Trust.","tincidunt,"
"Dynamic Root of Trust.","sapien"
"Dynamic Root of Trust.","non"
"Key Recovery.","tincidunt"
"Key Recovery.","diam"
"Key Recovery.","vestibulum"
"Fingerprinting.","posuere"
"Physical Security.","tincidunt"
"Physical Security.","diam"
"Physical Security.","posuere"
"TCG Trusted Computing Group.","posuere"
"TCG Trusted Computing Group.","sapien"
"TCG Trusted Computing Group.","sapien"
"Discrete Logarithm Problem.","tincidunt,"
"Security Token.","Sed"
"Security Token.","tincidunt"
"Security Token.","vestibulum"
"PUF.","tincidunt"
"PUF.","non"
"PUF.","diam"
"Factoring Circuits.","vestibulum"
"Factoring Circuits.","tincidunt,"
"Factoring Circuits.","vestibulum"
"Data encryption standard (DES).","vestibulum"
"Linear Feedback Shift Register.","Sed"
"Linear Feedback Shift Register.","sapien"
"Linear Feedback Shift Register.","posuere"
"Binary Exponentiation.","non"
"FPGA Field Programmable Gate Array.","Sed"
"FPGA Field Programmable Gate Array.","velit"
"FPGA Field Programmable Gate Array.","Sed"
"Biba Model.","tincidunt"
"Edwards Curves.","vestibulum"
"ARIA.","diam"
"SIM/UICC.","vitae"
"SIM/UICC.","vitae"
"AHS Competition/SHA-3.","posuere"
"AHS Competition/SHA-3.","velit"
"AHS Competition/SHA-3.","velit"
"Security.","tincidunt,"
"Security.","diam"
"Conceptual Design of Secure Databases.","non"
"Conference Keying.","Sed"
"Conference Keying.","non"
"Conference Keying.","vitae"
"Vernam Cipher.","diam"
"Vernam Cipher.","tincidunt,"
"Elliptic Curve Method.","Sed"
"Secure Networks Design.","velit"
"Secure Networks Design.","tincidunt,"
"Irreducible Polynomial.","posuere"
"Irreducible Polynomial.","velit"
"Irreducible Polynomial.","velit"
"Miller-Rabin Test.","vitae"
"IC-Integrated Circuit.","vitae"
"IC-Integrated Circuit.","diam"
"IC-Integrated Circuit.","posuere"
"S/MIME.","posuere"
"Privacy-Enabled Database.","non"
"Privacy-Enabled Database.","posuere"
"Privacy-Enabled Database.","non"
"Web Service Security.","tincidunt,"
"Web Service Security.","sapien"
"HTTP Session Security.","velit"
"HTTP Session Security.","vitae"
"HTTP Session Security.","tincidunt,"
"Second Preimage Resistance.","tincidunt"
"Secure Multiparty Computation (SMC).","vestibulum"
"Cookie.","posuere"
"Cookie.","vestibulum"
"Montgomery Arithmetic.","velit"
"Montgomery Arithmetic.","non"
"Montgomery Arithmetic.","tincidunt"
"Protected Mode.","diam"
"Protected Mode.","vestibulum"
"Tamper Detection.","vestibulum"
"Tamper Detection.","vitae"
"Tamper Detection.","velit"
"Client Puzzles.","non"
"Client Puzzles.","tincidunt"
"Jacobi Symbol.","posuere"
"Key Encryption Key.","tincidunt,"
"Key Encryption Key.","diam"
"ABA digital signature guidelines.","non"
"ABA digital signature guidelines.","non"
"ABA digital signature guidelines.","vestibulum"
"Palmprint Recognition.","Sed"
"Collision Attack.","sapien"
"Collision Attack.","non"
"Secure Remote Programming.","velit"
"Web Single Sign On and SAML.","diam"
"Web Single Sign On and SAML.","sapien"
"List Decoding.","posuere"
"List Decoding.","tincidunt,"
"Trusted Computing Platform Alliance.","vestibulum"
"Trusted Computing Platform Alliance.","tincidunt"
"Trusted Computing Platform Alliance.","posuere"
"Security of Distance Bounding Protocols.","Sed"
"Security of Distance Bounding Protocols.","vitae"
"NESSIE Project.","vestibulum"
"NESSIE Project.","velit"
"NESSIE Project.","tincidunt"
"Digital Signature Standard.","diam"
"Digital Signature Standard.","velit"
"Public Key Infrastructure.","velit"
"Public Key Infrastructure.","sapien"
"Slide Attack.","posuere"
"Slide Attack.","sapien"
"Slide Attack.","tincidunt"
"Node Replication.","posuere"
"Node Replication.","sapien"
"Field Polynomial.","posuere"
"Field Polynomial.","tincidunt,"
"Field Polynomial.","tincidunt"
"Security Verification.","Sed"
"Security Verification.","sapien"
"Security Verification.","non"
"Adversarial/External Knowledge (Privacy in the Presence of).","Sed"
"RSA Digital Signature Scheme.","vestibulum"
"RSA Digital Signature Scheme.","velit"
"Indistinguishability of Encryptions.","Sed"
"Indistinguishability of Encryptions.","non"
"Indistinguishability of Encryptions.","vitae"
"Secure Computation.","tincidunt"
"Secure Computation.","non"
"Secure Computation.","vestibulum"
"Trust Models.","tincidunt,"
"Trust Models.","Sed"
"Trust Models.","vestibulum"
"Triple-DES.","Sed"
"Triple-DES.","posuere"
"Triple-DES.","velit"
"Integer Factoring.","vitae"
"Prime number.","vitae"
"Prime number.","tincidunt,"
"Prime number.","non"
"Shortest Vector Problem.","non"
"Formal Methods in Certification and Evaluation.","Sed"
"Formal Methods in Certification and Evaluation.","vestibulum"
"Formal Methods in Certification and Evaluation.","diam"
"Encryption.","tincidunt,"
"Cloud Computing.","posuere"
"Cloud Computing.","vitae"
"Cloud Computing.","vestibulum"
"Elliptic Curve Cryptography.","tincidunt,"
"Torus-Based Cryptography.","posuere"
"Torus-Based Cryptography.","diam"
"Header-Based Attacks.","vestibulum"
"Header-Based Attacks.","non"
"Pseudo-Noise Sequences (PN-Sequences).","posuere"
"Pseudo-Noise Sequences (PN-Sequences).","velit"
"Acquirer.","tincidunt"
"Acquirer.","sapien"
"CDH.","vitae"
"CDH.","tincidunt"
"CDH.","velit"
"Zero-Knowledge.","vestibulum"
"Zero-Knowledge.","Sed"
"Zero-Knowledge.","Sed"
"Elliptic Curve Trace Computation.","tincidunt,"
"Elliptic Curve Trace Computation.","tincidunt,"
"Elliptic Curve Trace Computation.","diam"
"Sender Anonymity.","velit"
"Sender Anonymity.","non"
"Sender Anonymity.","vestibulum"
"Advanced Hash Competition.","tincidunt"
"Advanced Hash Competition.","sapien"
"Multilevel Database.","diam"
"Multilevel Database.","Sed"
"Overspending Prevention.","posuere"
"Overspending Prevention.","sapien"
"Adware.","posuere"
"Chroot Jail.","vestibulum"
"Chroot Jail.","posuere"
"Entity Resolution.","posuere"
"GOST.","vitae"
"GOST.","Sed"
"Binding Pattern.","posuere"
"Chaffing and Winnowing.","tincidunt"
"Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.","vestibulum"
"Compromising Emanations.","sapien"
"Compromising Emanations.","posuere"
"Fast Correlation Attack.","tincidunt"
"Fast Correlation Attack.","diam"
"Fast Correlation Attack.","velit"
"Generic Attacks Against DLP.","non"
"Generic Attacks Against DLP.","posuere"
"Subexponential Time.","vitae"
"Reverse Public Key Encryption.","diam"
"Reverse Public Key Encryption.","vestibulum"
"Reverse Public Key Encryption.","non"
"Trojan Horses, Computer Viruses, and Worms.","diam"
"Trojan Horses, Computer Viruses, and Worms.","tincidunt,"
"Proof of Work.","posuere"
"Proof of Work.","non"
"Proof of Work.","diam"
"DeBruijn sequence.","vitae"
"DeBruijn sequence.","vestibulum"
"DeBruijn sequence.","vestibulum"
"Heredity.","vitae"
"Copy Protection.","posuere"
"Rabin Cryptosystem.","vestibulum"
"Rabin Cryptosystem.","tincidunt,"
"Gap.","velit"
"Gap.","tincidunt,"
"Chinese Wall Model.","sapien"
"Chinese Wall Model.","velit"
"Chinese Wall Model.","non"
"CPS, Certificate Practice Statement.","tincidunt,"
"Two-Factor Authentication.","tincidunt"
"Two-Factor Authentication.","vestibulum"
"Two-Factor Authentication.","vitae"
"Attribute Certificate.","vestibulum"
"Gene.","tincidunt"
"Gene.","non"
"Edwards Coordinates.","vitae"
"Edwards Coordinates.","tincidunt"
"Biometric Testing.","vitae"
"Biometric Testing.","tincidunt"
"Binary exponentiation.","tincidunt,"
"Binary exponentiation.","vitae"
"Anthropometric Authentication.","tincidunt,"
"Anthropometric Authentication.","non"
"Jamming Resistance.","Sed"
"Intrusion Detection in Ad Hoc Networks.","vestibulum"
"Intrusion Detection in Ad Hoc Networks.","sapien"
"Diffie-Hellman Key Agreement.","posuere"
"Diffie-Hellman Key Agreement.","tincidunt"
"Diffie-Hellman Key Agreement.","diam"
"Access Lists.","vestibulum"
"Elliptic Curves.","tincidunt"
"Discretionary Access Control Policies (DAC).","sapien"
"Miss-in-the-Middle Attack.","Sed"
"Miss-in-the-Middle Attack.","tincidunt,"
"Miss-in-the-Middle Attack.","posuere"
"Multivariate Cryptography.","vestibulum"
"Multivariate Cryptography.","non"
"Multivariate Cryptography.","vestibulum"
"SSS.","tincidunt"
"SSS.","vestibulum"
"SSS.","Sed"
"Polyinstantiation.","posuere"
"Polyinstantiation.","tincidunt,"
"Polyinstantiation.","non"
"Control Vectors.","diam"
"Control Vectors.","vestibulum"
"Least Common Multiple.","vestibulum"
"Least Common Multiple.","sapien"
"Phi Function.","non"
"Phi Function.","vestibulum"
"PKCS.","non"
"Levels of Trust.","velit"
"Levels of Trust.","posuere"
"Administrative Policies in SQL.","tincidunt"
"Specific Emitter Identification (SEI).","diam"
"Maxims.","posuere"
"Maxims.","non"
"Maxims.","Sed"
"Public Key Cryptography.","Sed"
"Public Key Cryptography.","sapien"
"Public Key Cryptography.","tincidunt,"
"Impersonation Attack.","vestibulum"
"Impersonation Attack.","posuere"
"NSA Suite B.","vestibulum"
"NSA Suite B.","tincidunt"
"Network Bandwidth Denial of Service (DoS).","velit"
"Network Bandwidth Denial of Service (DoS).","non"
"Grant Option.","velit"
"Grant Option.","sapien"
"Grant Option.","vitae"
"RSA Problem.","diam"
"Linear Cryptanalysis for Block Ciphers.","velit"
"Cold-Boot Attacks.","vestibulum"
"Cold-Boot Attacks.","diam"
"Monitoring.","tincidunt,"
"Monitoring.","Sed"
"Type Checking and Security.","sapien"
"Type Checking and Security.","sapien"
"Time-Based Access Control.","velit"
"Time-Based Access Control.","tincidunt"
"Time-Based Access Control.","posuere"
"Rabin Digital Signature Scheme.","tincidunt"
"Rabin Digital Signature Scheme.","diam"
"Rabin Digital Signature Scheme.","vestibulum"
"Blum Integer.","Sed"
"Blum Integer.","posuere"
"Nonmalleability.","sapien"
"Machine Readable Travel Document Security.","Sed"
"Shrinking Generator.","diam"
"Shrinking Generator.","diam"
"Pseudo-Noise Sequence (PN-Sequence).","posuere"
"Pseudo-Noise Sequence (PN-Sequence).","tincidunt"
"Pseudo-Noise Sequence (PN-Sequence).","Sed"
"CRT.","posuere"
"CRT.","diam"
"CRT.","tincidunt,"
"Nonrepudiable Agreement.","tincidunt,"
"Nonrepudiable Agreement.","vestibulum"
"HTTP Digest Authentication.","diam"
"Probabilistic Key Sharing.","tincidunt"
"Keyword-Based Retrieval over Encrypted Data.","tincidunt,"
"ACM.","diam"
"VSSS.","vestibulum"
"Modular Arithmetic.","non"
"Modular Arithmetic.","posuere"
"Modular Arithmetic.","tincidunt,"
"Web-Based Security Protocols.","diam"
"Web-Based Security Protocols.","vitae"
"Web-Based Security Protocols.","Sed"
"Non-Malleability.","vestibulum"
"Microdata Statistical Disclosure Control.","posuere"
"Microdata Statistical Disclosure Control.","tincidunt"
"Microdata Statistical Disclosure Control.","vestibulum"
"Blind Signature.","vestibulum"
"Blind Signature.","Sed"
"Elliptic Curve Point Multiplication Using Halving.","posuere"
"Safe Prime.","Sed"
"Safe Prime.","posuere"
"Safe Prime.","sapien"
"Biometrics for Identity Management and Fields of Application.","tincidunt"
"Biometrics for Identity Management and Fields of Application.","vestibulum"
"Biometrics for Identity Management and Fields of Application.","Sed"
"Electro-Magnetic Fingerprinting.","velit"
"Electro-Magnetic Fingerprinting.","posuere"
"Electro-Magnetic Fingerprinting.","tincidunt,"
"Confirmer Signatures.","non"
"Formal Methods for the Orange Book.","diam"
"Formal Methods for the Orange Book.","Sed"
"Rule-Based Access Control.","posuere"
"Rule-Based Access Control.","diam"
"Rule-Based Access Control.","sapien"
"Digital Signature Scheme Based on McEliece.","velit"
"Digital Signature Scheme Based on McEliece.","velit"
"Digital Signature Scheme Based on McEliece.","diam"
"Factorization Circuits.","Sed"
"Factorization Circuits.","non"
"Second preimage resistance.","tincidunt"
"Second preimage resistance.","vitae"
"One-Way Chain.","posuere"
"Security of Cognitive Radios.","vestibulum"
"Security of Cognitive Radios.","velit"
"Multicast Authentication.","tincidunt,"
"Multicast Authentication.","velit"
"Blowfish.","tincidunt,"
"Blowfish.","non"
"Blowfish.","vitae"
"Speaker Biometrics.","Sed"
"Speaker Biometrics.","tincidunt,"
"Confidentiality Model.","tincidunt,"
"Key Escrow.","posuere"
"Key Escrow.","tincidunt,"
"Key Escrow.","tincidunt"
"Aggregate Signatures.","diam"
"Aggregate Signatures.","vestibulum"
"Aggregate Signatures.","tincidunt,"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","vitae"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","sapien"
