"title","type","publisher","journal","month","year","language","booktitle","volume","pages","ee" 
"Client Puzzles.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","211","https://doi.org/10.1007/978-1-4419-5906-5_1058"
"Jacobi Symbol.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","655","https://doi.org/10.1007/978-1-4419-5906-5_416"
"Key Encryption Key.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_220"
"ABA digital signature guidelines.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_2"
"Palmprint Recognition.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","909-913","https://doi.org/10.1007/978-1-4419-5906-5_744"
"Collision Attack.","incollection","","","",2019,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","220-221","https://doi.org/10.1007/978-1-4419-5906-5_564"
"Secure Remote Programming.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1126","https://doi.org/10.1007/978-1-4419-5906-5_1222"
"Web Single Sign On and SAML.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1377-1382","https://doi.org/10.1007/978-1-4419-5906-5_906"
"List Decoding.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","729","https://doi.org/10.1007/978-1-4419-5906-5_1115"
"Trusted Computing Platform Alliance.","incollection","","","",2007,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1332","https://doi.org/10.1007/978-1-4419-5906-5_499"
"Security of Distance Bounding Protocols.","incollection","","","",1999,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1158-1159","https://doi.org/10.1007/978-1-4419-5906-5_62"
"NESSIE Project.","incollection","","","",2010,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_271"
"Digital Signature Standard.","incollection","","","",1994,"french","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_114"
"Public Key Infrastructure.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_332"
"Slide Attack.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1221-1222","https://doi.org/10.1007/978-1-4419-5906-5_617"
"Node Replication.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","846","https://doi.org/10.1007/978-1-4419-5906-5_1220"
"Field Polynomial.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_164"
"Security Verification.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","1174","https://doi.org/10.1007/978-1-4419-5906-5_1368"
"Adversarial/External Knowledge (Privacy in the Presence of).","incollection","","","",1999,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","24-26","https://doi.org/10.1007/978-1-4419-5906-5_902"
"RSA Digital Signature Scheme.","incollection","","","",2004,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1061-1064","https://doi.org/10.1007/978-1-4419-5906-5_432"
"Indistinguishability of Encryptions.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","600","https://doi.org/10.1007/978-1-4419-5906-5_1045"
"Secure Computation.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1102","https://doi.org/10.1007/978-1-4419-5906-5_1330"
"Trust Models.","incollection","","","",1981,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_440"
"Triple-DES.","incollection","","","",2011,"french","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_437"
"Integer Factoring.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_200"
"Prime number.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_314"
"Shortest Vector Problem.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_392"
"Formal Methods in Certification and Evaluation.","incollection","","","",2002,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","498-499","https://doi.org/10.1007/978-1-4419-5906-5_858"
"Encryption.","incollection","","","",2010,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","416","https://doi.org/10.1007/978-1-4419-5906-5_168"
"Cloud Computing.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","214","https://doi.org/10.1007/978-1-4419-5906-5_1239"
"Elliptic Curve Cryptography.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_131"
"Torus-Based Cryptography.","incollection","","","",1985,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1306-1308","https://doi.org/10.1007/978-1-4419-5906-5_481"
"Header-Based Attacks.","incollection","","","",2016,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","553-556","https://doi.org/10.1007/978-1-4419-5906-5_652"
"Pseudo-Noise Sequences (PN-Sequences).","incollection","","","",2021,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","992","https://doi.org/10.1007/978-1-4419-5906-5_364"
"Acquirer.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_5"
"CDH.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","188","https://doi.org/10.1007/978-1-4419-5906-5_1382"
"Zero-Knowledge.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1401-1403","https://doi.org/10.1007/978-1-4419-5906-5_16"
"Elliptic Curve Trace Computation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","408","https://doi.org/10.1007/978-1-4419-5906-5_1051"
"Sender Anonymity.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_384"
"Advanced Hash Competition.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","24","https://doi.org/10.1007/978-1-4419-5906-5_1185"
"Multilevel Database.","incollection","","","",2018,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","809-811","https://doi.org/10.1007/978-1-4419-5906-5_681"
"Overspending Prevention.","incollection","","","",2004,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","898","https://doi.org/10.1007/978-1-4419-5906-5_212"
"Adware.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","26","https://doi.org/10.1007/978-1-4419-5906-5_1319"
"Chroot Jail.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","206-207","https://doi.org/10.1007/978-1-4419-5906-5_778"
"Entity Resolution.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","421","https://doi.org/10.1007/978-1-4419-5906-5_1280"
"GOST.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","517-518","https://doi.org/10.1007/978-1-4419-5906-5_579"
"Binding Pattern.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","86","https://doi.org/10.1007/978-1-4419-5906-5_1237"
"Chaffing and Winnowing.","incollection","","","",1982,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_55"
"Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","457-458","https://doi.org/10.1007/978-1-4419-5906-5_319"
"Compromising Emanations.","incollection","","","",1989,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","232-235","https://doi.org/10.1007/978-1-4419-5906-5_188"
"Fast Correlation Attack.","incollection","","","",2013,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","450-452","https://doi.org/10.1007/978-1-4419-5906-5_348"
"Generic Attacks Against DLP.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","510-512","https://doi.org/10.1007/978-1-4419-5906-5_452"
"Subexponential Time.","incollection","","","",2008,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","1267","https://doi.org/10.1007/978-1-4419-5906-5_436"
"Reverse Public Key Encryption.","incollection","","","",2001,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1044","https://doi.org/10.1007/978-1-4419-5906-5_895"
"Trojan Horses, Computer Viruses, and Worms.","incollection","","","",2019,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","1319-1320","https://doi.org/10.1007/978-1-4419-5906-5_331"
"Proof of Work.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","984","https://doi.org/10.1007/978-1-4419-5906-5_1060"
"DeBruijn sequence.","incollection","","","",1990,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_98"
"Heredity.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","556","https://doi.org/10.1007/978-1-4419-5906-5_1262"
"Copy Protection.","incollection","","","",1984,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_78"
"Rabin Cryptosystem.","incollection","","","",1984,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1013-1014","https://doi.org/10.1007/978-1-4419-5906-5_151"
"Gap.","incollection","","","",1983,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","508-509","https://doi.org/10.1007/978-1-4419-5906-5_350"
"Chinese Wall Model.","incollection","","","",1991,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","203-205","https://doi.org/10.1007/978-1-4419-5906-5_777"
"CPS, Certificate Practice Statement.","incollection","","","",1981,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_83"
"Two-Factor Authentication.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1341","https://doi.org/10.1007/978-1-4419-5906-5_310"
"Attribute Certificate.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","51-52","https://doi.org/10.1007/978-1-4419-5906-5_279"
"Gene.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","509","https://doi.org/10.1007/978-1-4419-5906-5_1260"
"Edwards Coordinates.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","380","https://doi.org/10.1007/978-1-4419-5906-5_1046"
"Biometric Testing.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","130","https://doi.org/10.1007/978-1-4419-5906-5_1253"
"Binary exponentiation.","incollection","","","",1997,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_27"
"Anthropometric Authentication.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","42","https://doi.org/10.1007/978-1-4419-5906-5_1304"
"Jamming Resistance.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","661-662","https://doi.org/10.1007/978-1-4419-5906-5_54"
"Intrusion Detection in Ad Hoc Networks.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","620-623","https://doi.org/10.1007/978-1-4419-5906-5_631"
"Diffie-Hellman Key Agreement.","incollection","","","",2005,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_111"
"Access Lists.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","14","https://doi.org/10.1007/978-1-4419-5906-5_1298"
"Elliptic Curves.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","408-410","https://doi.org/10.1007/978-1-4419-5906-5_244"
"Discretionary Access Control Policies (DAC).","incollection","","","",2008,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","356-358","https://doi.org/10.1007/978-1-4419-5906-5_817"
"Miss-in-the-Middle Attack.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_256"
"Multivariate Cryptography.","incollection","","","",2011,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","824-828","https://doi.org/10.1007/978-1-4419-5906-5_421"
"SSS.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1253","https://doi.org/10.1007/978-1-4419-5906-5_1118"
"Polyinstantiation.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","946-948","https://doi.org/10.1007/978-1-4419-5906-5_682"
"Control Vectors.","incollection","","","",2019,"french","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_77"
"Least Common Multiple.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","715","https://doi.org/10.1007/978-1-4419-5906-5_458"
"Phi Function.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","927","https://doi.org/10.1007/978-1-4419-5906-5_1128"
"PKCS.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_301"
"Levels of Trust.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","716-720","https://doi.org/10.1007/978-1-4419-5906-5_907"
"Administrative Policies in SQL.","incollection","","","",2012,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","23","https://doi.org/10.1007/978-1-4419-5906-5_671"
"Specific Emitter Identification (SEI).","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1243","https://doi.org/10.1007/978-1-4419-5906-5_1183"
"Maxims.","incollection","","","",2005,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","766","https://doi.org/10.1007/978-1-4419-5906-5_171"
"Public Key Cryptography.","incollection","","","",2002,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_331"
