"citing","cited" 
"Information Flow Security.","Scheduling Expression DAGs for Minimal Register Need"
"Information Flow Security.","Integrating Heterogeneous, Autonomous, Distributed Applications Using the DOM Prototype."
"Information Flow Security.","Knapsack Cryptographic Schemes."
"Information Flow Security.","On Helly's Theorem: Algorithms and Extensions"
"Information Flow Security.","Tamper Detection."
"POK.","Dictionary Attack (II)."
"POK.","SYN Cookie Defense."
"POK.","Berlekamp "
"POK.","Terminological Reasoning is Inherently Intractable"
"POK.","Biometric Identification in Video Surveillance."
"Signature Biometrics.","SiGe Technology."
"Signature Biometrics.","Accessibility Testing of Social Websites."
"Signature Biometrics.","Galois Counter Mode."
"Signature Biometrics.","Resolution with Feature Unification"
"Signature Biometrics.","Decoding Algorithms."
"Signature Biometrics.","The Structure Theorem for Linear Transfer Systems"
"Signature Biometrics.","Privacy of Outsourced Data."
"Signature Biometrics.","Specific Emitter Verification (SEV)."
"Signature Biometrics.","Session Hijacking Attacks."
"Signature Biometrics.","Authorizations management."
"Signature Biometrics.","Security Verification."
"Signature Biometrics.","Web Security Auditing."
"Signature Biometrics.","Preparation and Start-Up Phase of the European AAL Joint Programme."
"Signature Biometrics.","Ambient Learning."
"Signature Biometrics.","Multilevel Security Policies."
"PKI.","On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems"
"PKI.","SPKI/SDSI."
"PKI.","Application of Gene-Expression Programming in Hydraulic Engineering."
"PKI.","Implicit Key Authentication."
"PKI.","Secondary Use Regulations."
"PKI.","Chaffing and Winnowing."
"PKI.","LCM."
"PKI.","Linear Congruential Generator."
"PKI.","Denial of Service."
"PKI.","Content-Based and View-Based Access Control."
"PKI.","ECC Challenges."
"PKI.","Witness Hiding."
"PKI.","Die Repräsentation räumlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen"
"PKI.","Digest Authentication."
"PKI.","Transport Layer Security (TLS)."
"BSP Board Support Package.","NFC."
"BSP Board Support Package.","SYN Cookie Defense."
"BSP Board Support Package.","Formal Methods in Certification and Evaluation."
"BSP Board Support Package.","Smoothness."
"BSP Board Support Package.","A Parametric View to the Mangasarian-Fromovitz Constraint Qualification"
"BSP Board Support Package.","The Term Retrieval Abstract Machine"
"BSP Board Support Package.","Forward and Inverse Problems in Modeling of Multiphase Flow and Transport Through Heterogeneos Porous Media"
"BSP Board Support Package.","Simultaneous Exponentiation."
"BSP Board Support Package.","Statistical Databases."
"BSP Board Support Package.","Prime number."
"BSP Board Support Package.","Random Key Predistribution."
"BSP Board Support Package.","Specific Emitter Identification (SEI)."
"Registration Authority.","Phi Function."
"Registration Authority.","Anthropometry."
"Registration Authority.","Generator."
"Registration Authority.","Trusted Boot."
"Registration Authority.","Hash Chain."
"Registration Authority.","Biometric Social Responsibility."
"Registration Authority.","Discovering Mobile Social Networks by Semantic Technologies."
"Registration Authority.","Anonymous Communication."
"TWOFISH.","Nym."
"TWOFISH.","Header-Based Attacks."
"TWOFISH.","CPU Starvation."
"TWOFISH.","Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering"
"TWOFISH.","A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes"
"TWOFISH.","Stable Methods for Variational Inequalities with Set Valued Monotone Operators"
"TWOFISH.","Universal Integrated Circuit Card."
"TWOFISH.","SQL Access Control Model."
"TWOFISH.","Telehealthcare Development & Effectiveness in Taiwan."
"TWOFISH.","Identity-Based Encryption."
"TWOFISH.","Secure Multiparty Computation (SMC)."
"TWOFISH.","Measurement Models of Software Security."
"TWOFISH.","Inexact SQP Interior Point Methods and Large Scale Optimal Control Problems"
"TWOFISH.","Convolution Algorithms for BMAP/G/1-Queues"
"RSA Factoring Challenge.","Parallelizable Message Authentication Code."
"RSA Factoring Challenge.","Hyperelliptic Curve Security."
"RSA Factoring Challenge.","Policy."
"RSA Factoring Challenge.","Über Vergleichskonstruktionen"
"RSA Factoring Challenge.","Alphabet."
"RSA Factoring Challenge.","An Adequate Reducibility Concept for Problems Defined in Terms of Ordered Binary Decision Diagrams"
"RSA Factoring Challenge.","Cognitive Linguistics: The Processing of Spatial Concepts"
"Communication Channel Anonymity.","BIOS Basic Input Output System."
"Communication Channel Anonymity.","On Approximate Solution Methods for Multi-Queue Systems with 1-Limited Deterministic Service"
"Communication Channel Anonymity.","Adaptive Chosen Plaintext and Chosen Ciphertext Attack."
"Communication Channel Anonymity.","A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems"
"Communication Channel Anonymity.","Trusted Computing."
"Communication Channel Anonymity.","Multimodal Warehouse Project."
"Communication Channel Anonymity.","Virus Protection."
"Communication Channel Anonymity.","Database Encryption."
"Communication Channel Anonymity.","Ambient Assisted Living Technology to Support Older Adults with Dementia with Activities of Daily Living: Key Concepts and the State of the Art."
"Communication Channel Anonymity.","ISO 15408 CC - Common Criteria."
"Communication Channel Anonymity.","Broadcast Encryption."
"Communication Channel Anonymity.","Secure Communication."
"Hash-Based Message Authentication Code.","Classical Cryptosystem."
"Hash-Based Message Authentication Code.","Ein Transaktionskonzept für LILOG"
"Hash-Based Message Authentication Code.","Barrett's Algorithm."
"Hash-Based Message Authentication Code.","Reduction of Some Optimal Control Problems with Variational Inequalities to Ill-Posed Optimal Control Problems with Linear State Equations"
"Hash-Based Message Authentication Code.","Approximate Analysis of Multi-Queue Stations with 1-Limited Service"
"Hash-Based Message Authentication Code.","Relationship Anonymity."
"Hash-Based Message Authentication Code.","Gait Recognition."
"Hash-Based Message Authentication Code.","Discovering Mobile Social Networks by Semantic Technologies."
"Clock-Controlled Generator.","Expressing Linguistic Knowledge in STUF '91"
"Clock-Controlled Generator.","Advanced Hands and Eyes Interaction."
"Clock-Controlled Generator.","Overlay-Based DoS Defenses."
"Clock-Controlled Generator.","Inversion attack."
"Clock-Controlled Generator.","Dynamic Analysis."
"Clock-Controlled Generator.","Porta Encryption."
"Clock-Controlled Generator.","Maa."
"Clock-Controlled Generator.","Lattice Based Cryptography."
"Clock-Controlled Generator.","Use of Genetic Programming Based Surrogate Models to Simulate Complex Geochemical Transport Processes in Contaminated Mine Sites."
"Clock-Controlled Generator.","Substitutions and permutations."
"Clock-Controlled Generator.","Stack/Heap Smashing."
"Clock-Controlled Generator.","How could a good system of practical NLP look like?"
"Clock-Controlled Generator.","Key Variation."
"Clock-Controlled Generator.","Dictionary Attack."
"Probabilistic Public-Key Encryption.","Certificate Management."
"Probabilistic Public-Key Encryption.","One-way property."
"Probabilistic Public-Key Encryption.","Perfect Forward Secrecy."
"Probabilistic Public-Key Encryption.","Secure Coprocessor."
"Probabilistic Public-Key Encryption.","Client Puzzles."
"Probabilistic Public-Key Encryption.","Exponential Key Exchange."
"Probabilistic Public-Key Encryption.","LILOG Prototype I Grammar Documentation: Semantics"
"Probabilistic Public-Key Encryption.","Source Location Privacy."
"Probabilistic Public-Key Encryption.","Computer Science Curricula 2013"
"Protocol Cookies.","Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time"
"Protocol Cookies.","Structural Gröbner Basis Detection"
"Protocol Cookies.","Pairings."
"Protocol Cookies.","Decoding Algorithms."
"Protocol Cookies.","Keystroke Dynamics."
"Protocol Cookies.","Camellia."
"Protocol Cookies.","Elliptic Curve Method."
"Protocol Cookies.","Algebraical Optimization of FTA-Expressions"
"Protocol Cookies.","Medizinische Bildverarbeitung - eine Übersicht"
"Protocol Cookies.","Alberti encryption."
"Protocol Cookies.","Incremental Vocabulary Extensions in Text Understanding Systems"
"Electronic Wallet.","Object Data Language Facilities for Multimedia Data Types."
"Electronic Wallet.","Temperature Attack."
"Electronic Wallet.","Polybios Square Encryption."
"Electronic Wallet.","BIOS Basic Input Output System."
"Electronic Wallet.","Face Recognition from Still Images and Video."
"Electronic Wallet.","Database Support for the PROTOS-L System"
"Electronic Wallet.","Vigenére Encryption."
"Electronic Wallet.","eCrash: a Genetic Programming-Based Testing Tool for Object-Oriented Software."
"Electronic Wallet.","Derivationsmorphologie in einem Übersetzungssystem"
"Commitment.","Spyware."
"Commitment.","Forgery."
"Commitment.","Filter Generator."
"Commitment.","Lattice Basis Reduction."
"Commitment.","Key Recovery."
"Commitment.","Hyperelliptic Curves."
"Commitment.","PEM, Privacy Enhanced Mail."
"Generalized Mersenne Prime.","Understanding and Predicting Human Behavior for Social Communities."
"Generalized Mersenne Prime.","Object ADTs (with improvements for Value ADTs)"
"Generalized Mersenne Prime.","IDDS: An Interactive Decentallzed Documentation System"
"Generalized Mersenne Prime.","Gap."
"Generalized Mersenne Prime.","Secure Computer System Model."
"Generalized Mersenne Prime.","A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities"
"Generalized Mersenne Prime.","Data Linkage."
"Generalized Mersenne Prime.","Combination Generator."
"Generalized Mersenne Prime.","Exact XML Type Checking in Polynomial Time."
"Generalized Mersenne Prime.","On Product Connection Theorems for Markov Chains"
"Generalized Mersenne Prime.","On the Reconstruction of Binary Images from Their Discrete Radon Transforms"
"Generalized Mersenne Prime.","Karatsuba Algorithm."
"Generalized Mersenne Prime.","Peer-to-Peer Systems."
"Generalized Mersenne Prime.","Security and Privacy in Online Social Networks."
"Generalized Mersenne Prime.","Privacy-Aware Database."
"Secure Coprocessor.","Human Ear Identification."
"Secure Coprocessor.","Tracking Natural Human Movements Identifies Differences in Cognition and Health."
"Secure Coprocessor.","CoBIs."
"Secure Coprocessor.","Multiparty Computation."
"Secure Coprocessor.","Implicit Key Authentication."
"Secure Coprocessor.","Generator."
"Secure Coprocessor.","Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces"
"Secure Coprocessor.","Biometric Monitoring of Behaviour."
"Secure Coprocessor.","Discretionary Access Control."
"Secure Coprocessor.","ISMS: A Management Framework for Information Security."
"Secure Coprocessor.","compromising emanations."
"Secure Coprocessor.","Routing Anonymity."
"Secure Coprocessor.","Cryptophthora."
"Secure Coprocessor.","ARP Poisoning."
"Secure Coprocessor.","Sieving in Function Fields."
"Correlation Attack for Stream Ciphers.","Stack/Heap Smashing."
"Correlation Attack for Stream Ciphers.","Playfair Cipher."
"Correlation Attack for Stream Ciphers.","PKI Trust Models."
"Correlation Attack for Stream Ciphers.","Tiger."
"Correlation Attack for Stream Ciphers.","An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks"
"Correlation Attack for Stream Ciphers.","Secure Communication."
"Correlation Attack for Stream Ciphers.","Secure Computation."
"Exponentiation Algorithms.","Probabilistic Primality Test."
"Exponentiation Algorithms.","File System Permissions."
"Exponentiation Algorithms.","Social Bookmarking on a Company's Intranet: A Study of Technology Adoption and Diffusion."
"Exponentiation Algorithms.","Biometrics in Video Surveillance."
"Exponentiation Algorithms.","Complexity of Logical Decision Problems: An Introduction"
"Exponentiation Algorithms.","Secret Key Cryptosystem."
"Exponentiation Algorithms.","Ontologies for Scalable Services-Based Ubiquitous Computing."
"Exponentiation Algorithms.","Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs"
"Exponentiation Algorithms.","A Combined Symbolic-Empirical Apprach for the Automatic Translation of Compounds"
